Month,Tourist Arrival,NegativityQDAP,PositivityQDAP,TOPIC 1,TOPIC 2,TOPIC 3,TOPIC 4,TOPIC 5,TOPIC 6,TOPIC 7,TOPIC 8,TOPIC 9,TOPIC 10,CCI,PMI,REERI,Class
01/03/2020,449923,0,0.33333333,0.007981387,0.0164593,0.014395144,0.013074889,0.019198932,0.005288708,0.028426616,0.11850954,0.753724377,0.017076903,109.1,53.6,132,Train
01/04/2020,0,0,0,0.007981387,0.819168284,0.017300285,0.033299904,0.015750968,0.004618691,0.020954417,0.02850577,0.026252783,0.014409459,91.8,32.7,133,Train
01/05/2020,0,0.3,0,0.014135199,0.010541186,0.008250382,0.011232531,0.008769951,0.004287781,0.01610198,0.017905321,0.010602537,0.010731328,92.3,42.7,133,Train
01/06/2020,0,0,0,0.012179983,0.008240971,0.011702431,0.012988349,0.016615229,0.001627028,0.018603189,0.904903105,0.011073886,0.00411227,98.1,51.1,131,Train
01/07/2020,0,0,0.1,0.012179983,0.00912856,0.007210959,0.010196433,0.007903379,0.003646788,0.015066741,0.015236549,0.00922443,0.009690193,92.5,47.6,129,Train
01/08/2020,0,0.18181818,0,0.007125379,0.005891314,0.009019441,0.009911587,0.012221253,0.001173462,0.014248171,0.929523294,0.00805903,0.002827068,94.1,45.7,128,Train
01/09/2020,0,0,0,0.013623969,0.009509431,0.01081604,0.015189994,0.011441397,0.002458092,0.011752802,0.009236361,0.021733631,0.895307526,100.4,52.2,128,Train
01/10/2020,0,0,0,0.012179983,0.008588561,0.011958802,0.017181608,0.864014032,0.002215096,0.019587006,0.045816567,0.010909413,0.00966743,101.8,50.6,127,Train
01/11/2020,0,0.3,0.1,0.012179983,0.009108238,0.007644214,0.009938702,0.007859139,0.003619117,0.014374562,0.015240771,0.009081677,0.009541084,96.9,47.4,126,Train
01/12/2020,0,0.07142857,0.07142857,0.014135199,0.010553038,0.004144863,0.93787003,0.009525321,0.000951326,0.009093917,0.011225063,0.004490418,0.006552182,100.7,51.7,123,Train
01/01/2021,0,0,0,0.00913583,0.015608803,0.008382189,0.008384593,0.007998262,0.043181672,0.014467678,0.015579767,0.854406246,0.016202918,99,51.3,123,Train
01/02/2021,0,0.125,0.125,0.006025279,0.006054591,0.008191156,0.010343123,0.010033839,0.001876436,0.916912406,0.02101867,0.010085599,0.005629069,96.8,51.6,124,Train
01/03/2021,0,0.25,0.125,0.008884087,0.006721543,0.008328555,0.01173366,0.010983425,0.002030948,0.910454785,0.022313673,0.009780633,0.006177284,104.9,53.6,126,Train
01/04/2021,0,0,0,0.012179983,0.007755759,0.012736699,0.014396095,0.017596751,0.002459916,0.704855896,0.206117023,0.01244943,0.005773766,108.3,54.7,125,Train
01/05/2021,0,0,0.2,0.007981387,0.892793116,0.009965963,0.019640158,0.008433338,0.004598206,0.011588016,0.01491612,0.016425463,0.008575953,102.9,53.1,124,Train
01/06/2021,0,0.11111111,0,0.007981387,0.29489095,0.611004714,0.015054655,0.009792653,0.0025497,0.012957169,0.019352572,0.013927225,0.010145909,105.5,44.1,125,Train
01/07/2021,0,0.22222222,0.11111111,0.012179983,0.008608284,0.916989642,0.007496165,0.008475245,0.001378355,0.011570075,0.019490995,0.009381796,0.00862587,101.2,45.1,127,Train
01/08/2021,0,0.08333333,0.08333333,0.006025279,0.00613979,0.00779152,0.01078191,0.009696578,0.001773713,0.919106327,0.021615009,0.008630298,0.005299612,90.3,40.2,127,Train
01/09/2021,0,0.11111111,0.11111111,0.007646776,0.005504654,0.006480178,0.008570532,0.006781823,0.001506816,0.006810507,0.005039907,0.012961899,0.938696909,92.8,40.2,127,Train
01/10/2021,0,0,0,0.014135199,0.00996147,0.007801309,0.010682713,0.008705677,0.004056085,0.016222248,0.015907262,0.010118216,0.010352504,91.7,52.1,128,Train
01/11/2021,400,0.1,0.3,0.014135199,0.013131508,0.09247426,0.017685471,0.023154248,0.002536295,0.02470296,0.783967884,0.020125366,0.008037222,87.4,47.4,129,Train
01/12/2021,3100,0,0.16666667,0.012179983,0.00709767,0.008145839,0.011349512,0.010854715,0.002087055,0.912424827,0.019268153,0.010596594,0.006404579,90.6,46.4,130,Train
01/01/2022,5800,0,0.09090909,0.006304892,0.005725046,0.006400621,0.013487773,0.920378873,0.001460694,0.012981716,0.019114159,0.006096402,0.008049825,87.2,53.7,126,Validation
01/02/2022,1558,0.1,0,0.004589715,0.004343443,0.004742187,0.010124471,0.941997093,0.001083343,0.008891889,0.014627463,0.004365166,0.00523523,82.8,54.3,126,Validation
01/03/2022,15000,0,0.1,0.008884087,0.006579603,0.008106679,0.011748622,0.011105458,0.001958125,0.912497093,0.022196104,0.009450157,0.006013184,79.4,51.7,127,Validation
01/04/2022,70000,0,0.08333333,0.013623969,0.009521873,0.899734397,0.008847763,0.009823386,0.001539866,0.01502152,0.027470113,0.010280915,0.009295519,85.2,51.7,128,Validation
01/05/2022,136000,0.36363636,0,0.014135199,0.013623969,0.00710543,0.007289308,0.006112265,0.003400496,0.01102157,0.014020898,0.916162405,0.013447757,78.4,54.7,130,Validation
01/06/2022,185000,0,0,0.014135199,0.009897314,0.003868561,0.941371662,0.009214107,0.00085201,0.009131088,0.010304264,0.004024396,0.005924125,70,54,131,Validation
01/07/2022,320000,0.125,0,0.012179983,0.008984074,0.006048673,0.005532659,0.005078306,0.002822429,0.009647085,0.011355324,0.933032422,0.011109271,71.5,51.2,133,Validation
01/08/2022,486407,0.125,0,0.012179983,0.007644725,0.004282439,0.005468436,0.005972106,0.928973029,0.009125285,0.008170596,0.012555379,0.006263522,78.2,52.7,133,Validation
01/09/2022,431909,0.25,0,0.007981387,0.912485093,0.008251794,0.018000158,0.007118926,0.002563042,0.009301173,0.012161603,0.01388812,0.007115291,78.6,52.5,136,Validation
01/10/2022,484355,0,0.16666667,0.008884087,0.006874691,0.007499113,0.01694528,0.905339427,0.001665865,0.014151325,0.024961056,0.0071901,0.008105413,79.9,50.6,137,Test
01/11/2022,596919,0.3,0,0.014135199,0.01178408,0.004666048,0.930885565,0.010719197,0.001016249,0.009893548,0.012285172,0.005086161,0.007416558,76.8,47.4,135,Test
01/12/2022,707071,0,0.2,0.014135199,0.011207845,0.011569842,0.00895489,0.008247229,0.004040153,0.01141204,0.011558286,0.687271683,0.235749721,79.7,46.4,132,Test
01/01/2023,871162,0.22222222,0,0.012179983,0.009310807,0.007591811,0.005897928,0.00558404,0.003062641,0.009651919,0.011839654,0.920522545,0.01982298,84.9,47.4,131,Test
01/02/2023,932969,0,0.18181818,0.014135199,0.012350444,0.011253678,0.011372049,0.010016269,0.004376824,0.013083132,0.012109492,0.398810589,0.513662344,87,51.2,132,Test
01/03/2023,895425,0,0.14285714,0.007677216,0.00549976,0.006600529,0.008774445,0.006815452,0.001511684,0.006875399,0.005081425,0.012976025,0.938188064,82,47.7,132,Test
01/04/2023,984146,0,0.22222222,0.014135199,0.013834637,0.013933125,0.015536946,0.013426345,0.004298836,0.016206591,0.01406491,0.133689191,0.758958566,83.5,46.7,131,Test
01/05/2023,916257,0,0.125,0.014135199,0.010915507,0.069198828,0.028062287,0.808925337,0.002339029,0.019029945,0.028213442,0.010470754,0.012450279,79.2,45.3,131,Test
01/06/2023,975010,0,0.11111111,0.012179983,0.007915578,0.008841146,0.014125175,0.011846079,0.002181626,0.904664327,0.021187513,0.010468105,0.00687997,84.4,46.2,131,Test
